#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2213   0.124142E+03  -0.205639E+01   0.506161E-06  -0.205639E+01   0.662301E+01   0.355660E-07   0.506161E-06   0.355660E-07   0.171225E-08
  2214   0.123604E+03  -0.215006E+01   0.507489E-06  -0.215006E+01   0.663949E+01   0.354644E-07   0.507489E-06   0.354644E-07   0.171086E-08
  2215   0.123074E+03  -0.224491E+01   0.509009E-06  -0.224491E+01   0.665535E+01   0.353443E-07   0.509009E-06   0.353443E-07   0.170946E-08
  2216   0.122554E+03  -0.234087E+01   0.510700E-06  -0.234087E+01   0.667058E+01   0.352064E-07   0.510700E-06   0.352064E-07   0.170806E-08
  2217   0.122043E+03  -0.243791E+01   0.512547E-06  -0.243791E+01   0.668520E+01   0.350516E-07   0.512547E-06   0.350516E-07   0.170667E-08
  2218   0.121541E+03  -0.253597E+01   0.514530E-06  -0.253597E+01   0.669918E+01   0.348806E-07   0.514530E-06   0.348806E-07   0.170528E-08
  2219   0.121047E+03  -0.263500E+01   0.516632E-06  -0.263500E+01   0.671252E+01   0.346942E-07   0.516632E-06   0.346942E-07   0.170389E-08
  2220   0.120562E+03  -0.273496E+01   0.518835E-06  -0.273496E+01   0.672522E+01   0.344931E-07   0.518835E-06   0.344931E-07   0.170250E-08
  2221   0.120087E+03  -0.283580E+01   0.521122E-06  -0.283580E+01   0.673727E+01   0.342781E-07   0.521122E-06   0.342781E-07   0.170111E-08
  2222   0.119620E+03  -0.293745E+01   0.523474E-06  -0.293745E+01   0.674867E+01   0.340500E-07   0.523474E-06   0.340500E-07   0.169973E-08
  2223   0.119163E+03  -0.303988E+01   0.525874E-06  -0.303988E+01   0.675941E+01   0.338096E-07   0.525874E-06   0.338096E-07   0.169834E-08
  2224   0.118715E+03  -0.314304E+01   0.528303E-06  -0.314304E+01   0.676949E+01   0.335576E-07   0.528303E-06   0.335576E-07   0.169696E-08
  2225   0.118276E+03  -0.324688E+01   0.530745E-06  -0.324688E+01   0.677888E+01   0.332948E-07   0.530745E-06   0.332948E-07   0.169558E-08
  2226   0.117845E+03  -0.335134E+01   0.533181E-06  -0.335134E+01   0.678761E+01   0.330219E-07   0.533181E-06   0.330219E-07   0.169420E-08
  2227   0.117424E+03  -0.345638E+01   0.535594E-06  -0.345638E+01   0.679565E+01   0.327397E-07   0.535594E-06   0.327397E-07   0.169282E-08
  2228   0.117011E+03  -0.356195E+01   0.537964E-06  -0.356195E+01   0.680301E+01   0.324491E-07   0.537964E-06   0.324491E-07   0.169145E-08
  2229   0.116607E+03  -0.366801E+01   0.540276E-06  -0.366801E+01   0.680967E+01   0.321506E-07   0.540276E-06   0.321506E-07   0.169007E-08
  2230   0.116213E+03  -0.377449E+01   0.542511E-06  -0.377449E+01   0.681564E+01   0.318452E-07   0.542511E-06   0.318452E-07   0.168870E-08
  2231   0.115827E+03  -0.388135E+01   0.544651E-06  -0.388135E+01   0.682091E+01   0.315336E-07   0.544651E-06   0.315336E-07   0.168733E-08
  2232   0.115451E+03  -0.398855E+01   0.546678E-06  -0.398855E+01   0.682548E+01   0.312166E-07   0.546678E-06   0.312166E-07   0.168596E-08
  2233   0.115082E+03  -0.409603E+01   0.548574E-06  -0.409603E+01   0.682934E+01   0.308949E-07   0.548574E-06   0.308949E-07   0.168459E-08
  2234   0.114723E+03  -0.420374E+01   0.550322E-06  -0.420374E+01   0.683252E+01   0.305692E-07   0.550322E-06   0.305692E-07   0.168323E-08
  2235   0.114373E+03  -0.431162E+01   0.551904E-06  -0.431162E+01   0.683498E+01   0.302404E-07   0.551904E-06   0.302404E-07   0.168186E-08
  2236   0.114032E+03  -0.441964E+01   0.553302E-06  -0.441964E+01   0.683676E+01   0.299093E-07   0.553302E-06   0.299093E-07   0.168050E-08
  2237   0.113699E+03  -0.452774E+01   0.554498E-06  -0.452774E+01   0.683783E+01   0.295765E-07   0.554498E-06   0.295765E-07   0.167914E-08
  2238   0.113375E+03  -0.463588E+01   0.555474E-06  -0.463588E+01   0.683821E+01   0.292429E-07   0.555474E-06   0.292429E-07   0.167778E-08
  2239   0.113059E+03  -0.474400E+01   0.556213E-06  -0.474400E+01   0.683788E+01   0.289093E-07   0.556213E-06   0.289093E-07   0.167642E-08
  2240   0.112753E+03  -0.485206E+01   0.556696E-06  -0.485206E+01   0.683686E+01   0.285763E-07   0.556696E-06   0.285763E-07   0.167506E-08
  2241   0.112455E+03  -0.496002E+01   0.556906E-06  -0.496002E+01   0.683512E+01   0.282448E-07   0.556906E-06   0.282448E-07   0.167371E-08
  2242   0.112165E+03  -0.506783E+01   0.556826E-06  -0.506783E+01   0.683268E+01   0.279155E-07   0.556826E-06   0.279155E-07   0.167235E-08
  2243   0.111884E+03  -0.517543E+01   0.556436E-06  -0.517543E+01   0.682954E+01   0.275892E-07   0.556436E-06   0.275892E-07   0.167100E-08
  2244   0.111611E+03  -0.528279E+01   0.555720E-06  -0.528279E+01   0.682569E+01   0.272667E-07   0.555720E-06   0.272667E-07   0.166965E-08
  2245   0.111347E+03  -0.538986E+01   0.554659E-06  -0.538986E+01   0.682112E+01   0.269487E-07   0.554659E-06   0.269487E-07   0.166830E-08
  2246   0.111091E+03  -0.549659E+01   0.553237E-06  -0.549659E+01   0.681586E+01   0.266360E-07   0.553237E-06   0.266360E-07   0.166696E-08
  2247   0.110843E+03  -0.560295E+01   0.551434E-06  -0.560295E+01   0.680989E+01   0.263294E-07   0.551434E-06   0.263294E-07   0.166561E-08
  2248   0.110603E+03  -0.570887E+01   0.549233E-06  -0.570887E+01   0.680323E+01   0.260297E-07   0.549233E-06   0.260297E-07   0.166427E-08
  2249   0.110371E+03  -0.581433E+01   0.546616E-06  -0.581433E+01   0.679586E+01   0.257375E-07   0.546616E-06   0.257375E-07   0.166292E-08
  2250   0.110147E+03  -0.591927E+01   0.543566E-06  -0.591927E+01   0.678780E+01   0.254537E-07   0.543566E-06   0.254537E-07   0.166158E-08
  2251   0.109932E+03  -0.602366E+01   0.540070E-06  -0.602366E+01   0.677904E+01   0.251789E-07   0.540070E-06   0.251789E-07   0.166024E-08
  2252   0.109724E+03  -0.612744E+01   0.536141E-06  -0.612744E+01   0.676959E+01   0.249130E-07   0.536141E-06   0.249130E-07   0.165891E-08
  2253   0.109523E+03  -0.623058E+01   0.531797E-06  -0.623058E+01   0.675944E+01   0.246559E-07   0.531797E-06   0.246559E-07   0.165757E-08
  2254   0.109331E+03  -0.633305E+01   0.527056E-06  -0.633305E+01   0.674862E+01   0.244074E-07   0.527056E-06   0.244074E-07   0.165623E-08
  2255   0.109145E+03  -0.643478E+01   0.521937E-06  -0.643478E+01   0.673709E+01   0.241673E-07   0.521937E-06   0.241673E-07   0.165490E-08
  2256   0.108968E+03  -0.653576E+01   0.516457E-06  -0.653576E+01   0.672488E+01   0.239354E-07   0.516457E-06   0.239354E-07   0.165357E-08
  2257   0.108797E+03  -0.663593E+01   0.510636E-06  -0.663593E+01   0.671199E+01   0.237115E-07   0.510636E-06   0.237115E-07   0.165224E-08
  2258   0.108635E+03  -0.673525E+01   0.504490E-06  -0.673525E+01   0.669841E+01   0.234955E-07   0.504490E-06   0.234955E-07   0.165091E-08
  2259   0.108479E+03  -0.683370E+01   0.498038E-06  -0.683370E+01   0.668416E+01   0.232872E-07   0.498038E-06   0.232872E-07   0.164958E-08
  2260   0.108330E+03  -0.693122E+01   0.491299E-06  -0.693122E+01   0.666924E+01   0.230864E-07   0.491299E-06   0.230864E-07   0.164826E-08
  2261   0.108189E+03  -0.702779E+01   0.484290E-06  -0.702779E+01   0.665365E+01   0.228929E-07   0.484290E-06   0.228929E-07   0.164693E-08
  2262   0.108055E+03  -0.712337E+01   0.477030E-06  -0.712337E+01   0.663742E+01   0.227065E-07   0.477030E-06   0.227065E-07   0.164561E-08
  2263   0.107926E+03  -0.721791E+01   0.469537E-06  -0.721791E+01   0.662054E+01   0.225270E-07   0.469537E-06   0.225270E-07   0.164429E-08
  2264   0.107805E+03  -0.731139E+01   0.461829E-06  -0.731139E+01   0.660302E+01   0.223543E-07   0.461829E-06   0.223543E-07   0.164297E-08
  2265   0.107691E+03  -0.740376E+01   0.453925E-06  -0.740376E+01   0.658488E+01   0.221882E-07   0.453925E-06   0.221882E-07   0.164165E-08
  2266   0.107583E+03  -0.749503E+01   0.445842E-06  -0.749503E+01   0.656610E+01   0.220284E-07   0.445842E-06   0.220284E-07   0.164034E-08
  2267   0.107481E+03  -0.758507E+01   0.437600E-06  -0.758507E+01   0.654672E+01   0.218749E-07   0.437600E-06   0.218749E-07   0.163902E-08
  2268   0.107385E+03  -0.767393E+01   0.429215E-06  -0.767393E+01   0.652672E+01   0.217274E-07   0.429215E-06   0.217274E-07   0.163771E-08
  2269   0.107296E+03  -0.776152E+01   0.420706E-06  -0.776152E+01   0.650611E+01   0.215857E-07   0.420706E-06   0.215857E-07   0.163639E-08
  2270   0.107213E+03  -0.784793E+01   0.412092E-06  -0.784793E+01   0.648492E+01   0.214497E-07   0.412092E-06   0.214497E-07   0.163508E-08
  2271   0.107136E+03  -0.793299E+01   0.403390E-06  -0.793299E+01   0.646312E+01   0.213192E-07   0.403390E-06   0.213192E-07   0.163378E-08
  2272   0.107064E+03  -0.801672E+01   0.394620E-06  -0.801672E+01   0.644073E+01   0.211939E-07   0.394620E-06   0.211939E-07   0.163247E-08
  2273   0.106999E+03  -0.809912E+01   0.385798E-06  -0.809912E+01   0.641777E+01   0.210738E-07   0.385798E-06   0.210738E-07   0.163116E-08
  2274   0.106939E+03  -0.818010E+01   0.376943E-06  -0.818010E+01   0.639424E+01   0.209586E-07   0.376943E-06   0.209586E-07   0.162986E-08
  2275   0.106884E+03  -0.825967E+01   0.368074E-06  -0.825967E+01   0.637015E+01   0.208481E-07   0.368074E-06   0.208481E-07   0.162855E-08
  2276   0.106835E+03  -0.833783E+01   0.359209E-06  -0.833783E+01   0.634551E+01   0.207422E-07   0.359209E-06   0.207422E-07   0.162725E-08
  2277   0.106790E+03  -0.841450E+01   0.350365E-06  -0.841450E+01   0.632032E+01   0.206406E-07   0.350365E-06   0.206406E-07   0.162595E-08
  2278   0.106751E+03  -0.848969E+01   0.341562E-06  -0.848969E+01   0.629462E+01   0.205433E-07   0.341562E-06   0.205433E-07   0.162465E-08
  2279   0.106717E+03  -0.856339E+01   0.332816E-06  -0.856339E+01   0.626838E+01   0.204499E-07   0.332816E-06   0.204499E-07   0.162336E-08
  2280   0.106688E+03  -0.863553E+01   0.324148E-06  -0.863553E+01   0.624163E+01   0.203604E-07   0.324148E-06   0.203604E-07   0.162206E-08
  2281   0.106663E+03  -0.870604E+01   0.315573E-06  -0.870604E+01   0.621437E+01   0.202746E-07   0.315573E-06   0.202746E-07   0.162077E-08
  2282   0.106643E+03  -0.877499E+01   0.307112E-06  -0.877499E+01   0.618662E+01   0.201921E-07   0.307112E-06   0.201921E-07   0.161948E-08
  2283   0.106627E+03  -0.884237E+01   0.298782E-06  -0.884237E+01   0.615838E+01   0.201130E-07   0.298782E-06   0.201130E-07   0.161818E-08
  2284   0.106616E+03  -0.890805E+01   0.290600E-06  -0.890805E+01   0.612966E+01   0.200370E-07   0.290600E-06   0.200370E-07   0.161689E-08
  2285   0.106608E+03  -0.897209E+01   0.282587E-06  -0.897209E+01   0.610046E+01   0.199638E-07   0.282587E-06   0.199638E-07   0.161561E-08
  2286   0.106605E+03  -0.903443E+01   0.274759E-06  -0.903443E+01   0.607080E+01   0.198934E-07   0.274759E-06   0.198934E-07   0.161432E-08
  2287   0.106606E+03  -0.909513E+01   0.267135E-06  -0.909513E+01   0.604069E+01   0.198255E-07   0.267135E-06   0.198255E-07   0.161303E-08
  2288   0.106610E+03  -0.915405E+01   0.259732E-06  -0.915405E+01   0.601014E+01   0.197600E-07   0.259732E-06   0.197600E-07   0.161175E-08
  2289   0.106619E+03  -0.921126E+01   0.252571E-06  -0.921126E+01   0.597916E+01   0.196967E-07   0.252571E-06   0.196967E-07   0.161047E-08
  2290   0.106631E+03  -0.926668E+01   0.245667E-06  -0.926668E+01   0.594776E+01   0.196354E-07   0.245667E-06   0.196354E-07   0.160919E-08
  2291   0.106645E+03  -0.932040E+01   0.239040E-06  -0.932040E+01   0.591596E+01   0.195758E-07   0.239040E-06   0.195758E-07   0.160791E-08
  2292   0.106664E+03  -0.937233E+01   0.232709E-06  -0.937233E+01   0.588377E+01   0.195179E-07   0.232709E-06   0.195179E-07   0.160663E-08
  2293   0.106686E+03  -0.942241E+01   0.226690E-06  -0.942241E+01   0.585120E+01   0.194615E-07   0.226690E-06   0.194615E-07   0.160535E-08
  2294   0.106710E+03  -0.947078E+01   0.221002E-06  -0.947078E+01   0.581826E+01   0.194063E-07   0.221002E-06   0.194063E-07   0.160408E-08
  2295   0.106738E+03  -0.951721E+01   0.215664E-06  -0.951721E+01   0.578496E+01   0.193522E-07   0.215664E-06   0.193522E-07   0.160280E-08
  2296   0.106767E+03  -0.956187E+01   0.210694E-06  -0.956187E+01   0.575132E+01   0.192990E-07   0.210694E-06   0.192990E-07   0.160153E-08
  2297   0.106800E+03  -0.960466E+01   0.206109E-06  -0.960466E+01   0.571733E+01   0.192465E-07   0.206109E-06   0.192465E-07   0.160026E-08
  2298   0.106835E+03  -0.964567E+01   0.201928E-06  -0.964567E+01   0.568302E+01   0.191945E-07   0.201928E-06   0.191945E-07   0.159899E-08
  2299   0.106873E+03  -0.968475E+01   0.198170E-06  -0.968475E+01   0.564839E+01   0.191428E-07   0.198170E-06   0.191428E-07   0.159772E-08
  2300   0.106912E+03  -0.972190E+01   0.194852E-06  -0.972190E+01   0.561345E+01   0.190914E-07   0.194852E-06   0.190914E-07   0.159646E-08
  2301   0.106954E+03  -0.975727E+01   0.191989E-06  -0.975727E+01   0.557821E+01   0.190399E-07   0.191989E-06   0.190399E-07   0.159519E-08
  2302   0.106998E+03  -0.979063E+01   0.189574E-06  -0.979063E+01   0.554269E+01   0.189882E-07   0.189574E-06   0.189882E-07   0.159393E-08
  2303   0.107043E+03  -0.982220E+01   0.187600E-06  -0.982220E+01   0.550689E+01   0.189363E-07   0.187600E-06   0.189363E-07   0.159267E-08
  2304   0.107090E+03  -0.985178E+01   0.186057E-06  -0.985178E+01   0.547083E+01   0.188840E-07   0.186057E-06   0.188840E-07   0.159141E-08
  2305   0.107139E+03  -0.987949E+01   0.184936E-06  -0.987949E+01   0.543453E+01   0.188311E-07   0.184936E-06   0.188311E-07   0.159015E-08
  2306   0.107188E+03  -0.990527E+01   0.184226E-06  -0.990527E+01   0.539798E+01   0.187775E-07   0.184226E-06   0.187775E-07   0.158889E-08
  2307   0.107240E+03  -0.992912E+01   0.183920E-06  -0.992912E+01   0.536120E+01   0.187231E-07   0.183920E-06   0.187231E-07   0.158763E-08
  2308   0.107292E+03  -0.995104E+01   0.184008E-06  -0.995104E+01   0.532421E+01   0.186677E-07   0.184008E-06   0.186677E-07   0.158638E-08
  2309   0.107345E+03  -0.997102E+01   0.184480E-06  -0.997102E+01   0.528702E+01   0.186112E-07   0.184480E-06   0.186112E-07   0.158512E-08
  2310   0.107399E+03  -0.998915E+01   0.185327E-06  -0.998915E+01   0.524963E+01   0.185536E-07   0.185327E-06   0.185536E-07   0.158387E-08
  2311   0.107454E+03  -0.100053E+02   0.186541E-06  -0.100053E+02   0.521206E+01   0.184945E-07   0.186541E-06   0.184945E-07   0.158262E-08
  2312   0.107509E+03  -0.100195E+02   0.188111E-06  -0.100195E+02   0.517433E+01   0.184340E-07   0.188111E-06   0.184340E-07   0.158137E-08
  2313   0.107565E+03  -0.100319E+02   0.190029E-06  -0.100319E+02   0.513643E+01   0.183719E-07   0.190029E-06   0.183719E-07   0.158012E-08
  2314   0.107621E+03  -0.100423E+02   0.192285E-06  -0.100423E+02   0.509840E+01   0.183080E-07   0.192285E-06   0.183080E-07   0.157888E-08
  2315   0.107678E+03  -0.100508E+02   0.194870E-06  -0.100508E+02   0.506023E+01   0.182422E-07   0.194870E-06   0.182422E-07   0.157763E-08
  2316   0.107734E+03  -0.100574E+02   0.197775E-06  -0.100574E+02   0.502194E+01   0.181745E-07   0.197775E-06   0.181745E-07   0.157639E-08
  2317   0.107791E+03  -0.100621E+02   0.200990E-06  -0.100621E+02   0.498355E+01   0.181045E-07   0.200990E-06   0.181045E-07   0.157514E-08
  2318   0.107848E+03  -0.100649E+02   0.204506E-06  -0.100649E+02   0.494505E+01   0.180323E-07   0.204506E-06   0.180323E-07   0.157390E-08
  2319   0.107903E+03  -0.100658E+02   0.208315E-06  -0.100658E+02   0.490646E+01   0.179576E-07   0.208315E-06   0.179576E-07   0.157266E-08
  2320   0.107959E+03  -0.100648E+02   0.212406E-06  -0.100648E+02   0.486780E+01   0.178804E-07   0.212406E-06   0.178804E-07   0.157143E-08
  2321   0.108014E+03  -0.100619E+02   0.216770E-06  -0.100619E+02   0.482907E+01   0.178006E-07   0.216770E-06   0.178006E-07   0.157019E-08
  2322   0.108068E+03  -0.100571E+02   0.221398E-06  -0.100571E+02   0.479029E+01   0.177178E-07   0.221398E-06   0.177178E-07   0.156895E-08
  2323   0.108123E+03  -0.100505E+02   0.226282E-06  -0.100505E+02   0.475148E+01   0.176322E-07   0.226282E-06   0.176322E-07   0.156772E-08
  2324   0.108176E+03  -0.100421E+02   0.231410E-06  -0.100421E+02   0.471263E+01   0.175435E-07   0.231410E-06   0.175435E-07   0.156649E-08
  2325   0.108228E+03  -0.100318E+02   0.236776E-06  -0.100318E+02   0.467378E+01   0.174515E-07   0.236776E-06   0.174515E-07   0.156525E-08
  2326   0.108278E+03  -0.100197E+02   0.242368E-06  -0.100197E+02   0.463493E+01   0.173562E-07   0.242368E-06   0.173562E-07   0.156402E-08
  2327   0.108328E+03  -0.100057E+02   0.248178E-06  -0.100057E+02   0.459609E+01   0.172574E-07   0.248178E-06   0.172574E-07   0.156280E-08
  2328   0.108376E+03  -0.999005E+01   0.254197E-06  -0.999005E+01   0.455729E+01   0.171550E-07   0.254197E-06   0.171550E-07   0.156157E-08
  2329   0.108424E+03  -0.997259E+01   0.260415E-06  -0.997259E+01   0.451851E+01   0.170488E-07   0.260415E-06   0.170488E-07   0.156034E-08
  2330   0.108469E+03  -0.995335E+01   0.266822E-06  -0.995335E+01   0.447980E+01   0.169388E-07   0.266822E-06   0.169388E-07   0.155912E-08
  2331   0.108513E+03  -0.993240E+01   0.273411E-06  -0.993240E+01   0.444113E+01   0.168247E-07   0.273411E-06   0.168247E-07   0.155790E-08
  2332   0.108556E+03  -0.990967E+01   0.280171E-06  -0.990967E+01   0.440254E+01   0.167065E-07   0.280171E-06   0.167065E-07   0.155667E-08
  2333   0.108597E+03  -0.988523E+01   0.287094E-06  -0.988523E+01   0.436403E+01   0.165840E-07   0.287094E-06   0.165840E-07   0.155545E-08
  2334   0.108635E+03  -0.985907E+01   0.294169E-06  -0.985907E+01   0.432561E+01   0.164571E-07   0.294169E-06   0.164571E-07   0.155423E-08
  2335   0.108672E+03  -0.983122E+01   0.301388E-06  -0.983122E+01   0.428730E+01   0.163256E-07   0.301388E-06   0.163256E-07   0.155302E-08
  2336   0.108706E+03  -0.980172E+01   0.308741E-06  -0.980172E+01   0.424909E+01   0.161895E-07   0.308741E-06   0.161895E-07   0.155180E-08
  2337   0.108739E+03  -0.977059E+01   0.316220E-06  -0.977059E+01   0.421101E+01   0.160485E-07   0.316220E-06   0.160485E-07   0.155059E-08
  2338   0.108769E+03  -0.973776E+01   0.323814E-06  -0.973776E+01   0.417306E+01   0.159026E-07   0.323814E-06   0.159026E-07   0.154937E-08
  2339   0.108796E+03  -0.970336E+01   0.331516E-06  -0.970336E+01   0.413526E+01   0.157516E-07   0.331516E-06   0.157516E-07   0.154816E-08
  2340   0.108821E+03  -0.966740E+01   0.339314E-06  -0.966740E+01   0.409762E+01   0.155954E-07   0.339314E-06   0.155954E-07   0.154695E-08
  2341   0.108844E+03  -0.962981E+01   0.347201E-06  -0.962981E+01   0.406015E+01   0.154338E-07   0.347201E-06   0.154338E-07   0.154574E-08
  2342   0.108864E+03  -0.959066E+01   0.355166E-06  -0.959066E+01   0.402286E+01   0.152668E-07   0.355166E-06   0.152668E-07   0.154453E-08
  2343   0.108881E+03  -0.955002E+01   0.363201E-06  -0.955002E+01   0.398575E+01   0.150941E-07   0.363201E-06   0.150941E-07   0.154333E-08
  2344   0.108895E+03  -0.950790E+01   0.371296E-06  -0.950790E+01   0.394884E+01   0.149157E-07   0.371296E-06   0.149157E-07   0.154212E-08
  2345   0.108906E+03  -0.946422E+01   0.379443E-06  -0.946422E+01   0.391215E+01   0.147314E-07   0.379443E-06   0.147314E-07   0.154092E-08
  2346   0.108915E+03  -0.941912E+01   0.387631E-06  -0.941912E+01   0.387566E+01   0.145411E-07   0.387631E-06   0.145411E-07   0.153971E-08
  2347   0.108920E+03  -0.937255E+01   0.395851E-06  -0.937255E+01   0.383941E+01   0.143446E-07   0.395851E-06   0.143446E-07   0.153851E-08
  2348   0.108923E+03  -0.932455E+01   0.404095E-06  -0.932455E+01   0.380339E+01   0.141419E-07   0.404095E-06   0.141419E-07   0.153731E-08
  2349   0.108921E+03  -0.927515E+01   0.412353E-06  -0.927515E+01   0.376761E+01   0.139327E-07   0.412353E-06   0.139327E-07   0.153611E-08
  2350   0.108917E+03  -0.922441E+01   0.420616E-06  -0.922441E+01   0.373209E+01   0.137170E-07   0.420616E-06   0.137170E-07   0.153492E-08
  2351   0.108909E+03  -0.917226E+01   0.428873E-06  -0.917226E+01   0.369683E+01   0.134948E-07   0.428873E-06   0.134948E-07   0.153372E-08
  2352   0.108898E+03  -0.911884E+01   0.437110E-06  -0.911884E+01   0.366184E+01   0.132665E-07   0.437110E-06   0.132665E-07   0.153253E-08
  2353   0.108883E+03  -0.906409E+01   0.445313E-06  -0.906409E+01   0.362713E+01   0.130327E-07   0.445313E-06   0.130327E-07   0.153133E-08
  2354   0.108865E+03  -0.900815E+01   0.453466E-06  -0.900815E+01   0.359272E+01   0.127941E-07   0.453466E-06   0.127941E-07   0.153014E-08
  2355   0.108843E+03  -0.895088E+01   0.461553E-06  -0.895088E+01   0.355861E+01   0.125512E-07   0.461553E-06   0.125512E-07   0.152895E-08
  2356   0.108817E+03  -0.889241E+01   0.469561E-06  -0.889241E+01   0.352481E+01   0.123048E-07   0.469561E-06   0.123048E-07   0.152776E-08
  2357   0.108788E+03  -0.883283E+01   0.477473E-06  -0.883283E+01   0.349133E+01   0.120553E-07   0.477473E-06   0.120553E-07   0.152657E-08
  2358   0.108755E+03  -0.877206E+01   0.485274E-06  -0.877206E+01   0.345818E+01   0.118035E-07   0.485274E-06   0.118035E-07   0.152539E-08
  2359   0.108718E+03  -0.871018E+01   0.492950E-06  -0.871018E+01   0.342536E+01   0.115499E-07   0.492950E-06   0.115499E-07   0.152420E-08
  2360   0.108677E+03  -0.864711E+01   0.500486E-06  -0.864711E+01   0.339288E+01   0.112952E-07   0.500486E-06   0.112952E-07   0.152302E-08
  2361   0.108633E+03  -0.858307E+01   0.507865E-06  -0.858307E+01   0.336074E+01   0.110399E-07   0.507865E-06   0.110399E-07   0.152183E-08
  2362   0.108584E+03  -0.851792E+01   0.515073E-06  -0.851792E+01   0.332897E+01   0.107847E-07   0.515073E-06   0.107847E-07   0.152065E-08
  2363   0.108531E+03  -0.845180E+01   0.522096E-06  -0.845180E+01   0.329755E+01   0.105301E-07   0.522096E-06   0.105301E-07   0.151947E-08
  2364   0.108474E+03  -0.838465E+01   0.528917E-06  -0.838465E+01   0.326650E+01   0.102769E-07   0.528917E-06   0.102769E-07   0.151829E-08
  2365   0.108413E+03  -0.831660E+01   0.535521E-06  -0.831660E+01   0.323583E+01   0.100256E-07   0.535521E-06   0.100256E-07   0.151712E-08
  2366   0.108348E+03  -0.824758E+01   0.541895E-06  -0.824758E+01   0.320554E+01   0.977687E-08   0.541895E-06   0.977687E-08   0.151594E-08
  2367   0.108278E+03  -0.817768E+01   0.548021E-06  -0.817768E+01   0.317563E+01   0.953125E-08   0.548021E-06   0.953125E-08   0.151477E-08
  2368   0.108205E+03  -0.810688E+01   0.553886E-06  -0.810688E+01   0.314612E+01   0.928940E-08   0.553886E-06   0.928940E-08   0.151359E-08
  2369   0.108127E+03  -0.803534E+01   0.559474E-06  -0.803534E+01   0.311702E+01   0.905192E-08   0.559474E-06   0.905192E-08   0.151242E-08
  2370   0.108045E+03  -0.796291E+01   0.564769E-06  -0.796291E+01   0.308832E+01   0.881944E-08   0.564769E-06   0.881944E-08   0.151125E-08
  2371   0.107959E+03  -0.788974E+01   0.569758E-06  -0.788974E+01   0.306004E+01   0.859256E-08   0.569758E-06   0.859256E-08   0.151008E-08
  2372   0.107868E+03  -0.781582E+01   0.574424E-06  -0.781582E+01   0.303218E+01   0.837189E-08   0.574424E-06   0.837189E-08   0.150891E-08
  2373   0.107774E+03  -0.774123E+01   0.578753E-06  -0.774123E+01   0.300473E+01   0.815806E-08   0.578753E-06   0.815806E-08   0.150774E-08
  2374   0.107674E+03  -0.766598E+01   0.582729E-06  -0.766598E+01   0.297773E+01   0.795168E-08   0.582729E-06   0.795168E-08   0.150658E-08
  2375   0.107571E+03  -0.759006E+01   0.586338E-06  -0.759006E+01   0.295115E+01   0.775336E-08   0.586338E-06   0.775336E-08   0.150541E-08
  2376   0.107463E+03  -0.751354E+01   0.589563E-06  -0.751354E+01   0.292502E+01   0.756372E-08   0.589563E-06   0.756372E-08   0.150425E-08
  2377   0.107350E+03  -0.743643E+01   0.592391E-06  -0.743643E+01   0.289933E+01   0.738337E-08   0.592391E-06   0.738337E-08   0.150309E-08
  2378   0.107233E+03  -0.735877E+01   0.594806E-06  -0.735877E+01   0.287409E+01   0.721292E-08   0.594806E-06   0.721292E-08   0.150193E-08
  2379   0.107112E+03  -0.728060E+01   0.596792E-06  -0.728060E+01   0.284930E+01   0.705299E-08   0.596792E-06   0.705299E-08   0.150077E-08
  2380   0.106987E+03  -0.720196E+01   0.598335E-06  -0.720196E+01   0.282497E+01   0.690420E-08   0.598335E-06   0.690420E-08   0.149961E-08
  2381   0.106857E+03  -0.712287E+01   0.599419E-06  -0.712287E+01   0.280109E+01   0.676715E-08   0.599419E-06   0.676715E-08   0.149845E-08
  2382   0.106723E+03  -0.704335E+01   0.600030E-06  -0.704335E+01   0.277769E+01   0.664246E-08   0.600030E-06   0.664246E-08   0.149730E-08
  2383   0.106584E+03  -0.696345E+01   0.600152E-06  -0.696345E+01   0.275475E+01   0.653076E-08   0.600152E-06   0.653076E-08   0.149614E-08
  2384   0.106440E+03  -0.688318E+01   0.599771E-06  -0.688318E+01   0.273228E+01   0.643264E-08   0.599771E-06   0.643264E-08   0.149499E-08
  2385   0.106293E+03  -0.680259E+01   0.598870E-06  -0.680259E+01   0.271029E+01   0.634872E-08   0.598870E-06   0.634872E-08   0.149384E-08
  2386   0.106141E+03  -0.672169E+01   0.597435E-06  -0.672169E+01   0.268877E+01   0.627963E-08   0.597435E-06   0.627963E-08   0.149269E-08
  2387   0.105984E+03  -0.664055E+01   0.595451E-06  -0.664055E+01   0.266773E+01   0.622597E-08   0.595451E-06   0.622597E-08   0.149154E-08
  2388   0.105824E+03  -0.655918E+01   0.592902E-06  -0.655918E+01   0.264718E+01   0.618836E-08   0.592902E-06   0.618836E-08   0.149039E-08
  2389   0.105659E+03  -0.647762E+01   0.589774E-06  -0.647762E+01   0.262711E+01   0.616741E-08   0.589774E-06   0.616741E-08   0.148925E-08
  2390   0.105489E+03  -0.639590E+01   0.586051E-06  -0.639590E+01   0.260753E+01   0.616374E-08   0.586051E-06   0.616374E-08   0.148810E-08
