#    L    TT             EE             TE             PP             TP          
  1419   0.843907E+03   0.135796E+02  -0.512197E+02   0.173227E+06   0.387836E+02
  1420   0.844308E+03   0.134230E+02  -0.505673E+02   0.173022E+06   0.387023E+02
  1421   0.844657E+03   0.132692E+02  -0.499068E+02   0.172816E+06   0.386199E+02
  1422   0.844954E+03   0.131184E+02  -0.492382E+02   0.172612E+06   0.385366E+02
  1423   0.845207E+03   0.129703E+02  -0.485619E+02   0.172407E+06   0.384524E+02
  1424   0.845400E+03   0.128253E+02  -0.478782E+02   0.172203E+06   0.383673E+02
  1425   0.845542E+03   0.126833E+02  -0.471873E+02   0.171999E+06   0.382816E+02
  1426   0.845631E+03   0.125443E+02  -0.464896E+02   0.171795E+06   0.381954E+02
  1427   0.845661E+03   0.124084E+02  -0.457852E+02   0.171592E+06   0.381086E+02
  1428   0.845638E+03   0.122755E+02  -0.450744E+02   0.171389E+06   0.380215E+02
  1429   0.845564E+03   0.121458E+02  -0.443576E+02   0.171187E+06   0.379340E+02
  1430   0.845438E+03   0.120193E+02  -0.436350E+02   0.170985E+06   0.378464E+02
  1431   0.845253E+03   0.118961E+02  -0.429070E+02   0.170783E+06   0.377587E+02
  1432   0.845015E+03   0.117761E+02  -0.421737E+02   0.170582E+06   0.376711E+02
  1433   0.844718E+03   0.116594E+02  -0.414355E+02   0.170381E+06   0.375835E+02
  1434   0.844369E+03   0.115460E+02  -0.406926E+02   0.170180E+06   0.374962E+02
  1435   0.843960E+03   0.114360E+02  -0.399454E+02   0.169980E+06   0.374092E+02
  1436   0.843500E+03   0.113293E+02  -0.391942E+02   0.169780E+06   0.373226E+02
  1437   0.842980E+03   0.112260E+02  -0.384392E+02   0.169581E+06   0.372366E+02
  1438   0.842401E+03   0.111261E+02  -0.376806E+02   0.169381E+06   0.371512E+02
  1439   0.841770E+03   0.110298E+02  -0.369189E+02   0.169182E+06   0.370665E+02
  1440   0.841086E+03   0.109368E+02  -0.361543E+02   0.168984E+06   0.369826E+02
  1441   0.840344E+03   0.108474E+02  -0.353870E+02   0.168786E+06   0.368996E+02
  1442   0.839541E+03   0.107614E+02  -0.346174E+02   0.168588E+06   0.368177E+02
  1443   0.838680E+03   0.106790E+02  -0.338456E+02   0.168390E+06   0.367369E+02
  1444   0.837766E+03   0.106001E+02  -0.330722E+02   0.168193E+06   0.366574E+02
  1445   0.836793E+03   0.105248E+02  -0.322972E+02   0.167996E+06   0.365791E+02
  1446   0.835761E+03   0.104530E+02  -0.315210E+02   0.167800E+06   0.365023E+02
  1447   0.834677E+03   0.103848E+02  -0.307439E+02   0.167604E+06   0.364271E+02
  1448   0.833533E+03   0.103202E+02  -0.299661E+02   0.167408E+06   0.363534E+02
  1449   0.832329E+03   0.102592E+02  -0.291881E+02   0.167213E+06   0.362815E+02
  1450   0.831074E+03   0.102018E+02  -0.284099E+02   0.167018E+06   0.362115E+02
  1451   0.829767E+03   0.101480E+02  -0.276321E+02   0.166823E+06   0.361433E+02
  1452   0.828400E+03   0.100978E+02  -0.268549E+02   0.166628E+06   0.360769E+02
  1453   0.826974E+03   0.100512E+02  -0.260786E+02   0.166434E+06   0.360123E+02
  1454   0.825496E+03   0.100082E+02  -0.253034E+02   0.166241E+06   0.359492E+02
  1455   0.823966E+03   0.996886E+01  -0.245297E+02   0.166047E+06   0.358876E+02
  1456   0.822384E+03   0.993312E+01  -0.237576E+02   0.165854E+06   0.358273E+02
  1457   0.820750E+03   0.990103E+01  -0.229875E+02   0.165661E+06   0.357682E+02
  1458   0.819056E+03   0.987242E+01  -0.222196E+02   0.165469E+06   0.357102E+02
  1459   0.817311E+03   0.984746E+01  -0.214542E+02   0.165277E+06   0.356532E+02
  1460   0.815513E+03   0.982614E+01  -0.206916E+02   0.165085E+06   0.355970E+02
  1461   0.813664E+03   0.980830E+01  -0.199319E+02   0.164894E+06   0.355416E+02
  1462   0.811762E+03   0.979404E+01  -0.191757E+02   0.164703E+06   0.354868E+02
  1463   0.809809E+03   0.978334E+01  -0.184229E+02   0.164512E+06   0.354325E+02
  1464   0.807803E+03   0.977613E+01  -0.176740E+02   0.164321E+06   0.353786E+02
  1465   0.805746E+03   0.977248E+01  -0.169291E+02   0.164131E+06   0.353249E+02
  1466   0.803644E+03   0.977233E+01  -0.161886E+02   0.163942E+06   0.352714E+02
  1467   0.801489E+03   0.977559E+01  -0.154527E+02   0.163752E+06   0.352179E+02
  1468   0.799291E+03   0.978242E+01  -0.147216E+02   0.163563E+06   0.351642E+02
  1469   0.797040E+03   0.979259E+01  -0.139957E+02   0.163374E+06   0.351104E+02
  1470   0.794737E+03   0.980626E+01  -0.132751E+02   0.163186E+06   0.350562E+02
  1471   0.792398E+03   0.982327E+01  -0.125601E+02   0.162998E+06   0.350016E+02
  1472   0.790006E+03   0.984369E+01  -0.118509E+02   0.162810E+06   0.349464E+02
  1473   0.787562E+03   0.986738E+01  -0.111478E+02   0.162622E+06   0.348905E+02
  1474   0.785081E+03   0.989449E+01  -0.104510E+02   0.162435E+06   0.348337E+02
  1475   0.782548E+03   0.992479E+01  -0.976079E+01   0.162248E+06   0.347761E+02
  1476   0.779978E+03   0.995844E+01  -0.907730E+01   0.162062E+06   0.347173E+02
  1477   0.777363E+03   0.999528E+01  -0.840085E+01   0.161876E+06   0.346574E+02
  1478   0.774704E+03   0.100352E+02  -0.773161E+01   0.161690E+06   0.345962E+02
  1479   0.772008E+03   0.100785E+02  -0.706979E+01   0.161504E+06   0.345336E+02
  1480   0.769267E+03   0.101247E+02  -0.641564E+01   0.161319E+06   0.344694E+02
  1481   0.766489E+03   0.101742E+02  -0.576936E+01   0.161134E+06   0.344036E+02
  1482   0.763666E+03   0.102267E+02  -0.513117E+01   0.160949E+06   0.343360E+02
  1483   0.760806E+03   0.102821E+02  -0.450123E+01   0.160765E+06   0.342665E+02
  1484   0.757917E+03   0.103406E+02  -0.387976E+01   0.160581E+06   0.341950E+02
  1485   0.754983E+03   0.104020E+02  -0.326696E+01   0.160397E+06   0.341213E+02
  1486   0.752019E+03   0.104663E+02  -0.266299E+01   0.160214E+06   0.340454E+02
  1487   0.749010E+03   0.105334E+02  -0.206808E+01   0.160031E+06   0.339671E+02
  1488   0.745972E+03   0.106034E+02  -0.148240E+01   0.159848E+06   0.338863E+02
  1489   0.742904E+03   0.106761E+02  -0.906124E+00   0.159666E+06   0.338029E+02
  1490   0.739796E+03   0.107516E+02  -0.339429E+00   0.159483E+06   0.337168E+02
  1491   0.736657E+03   0.108297E+02   0.217521E+00   0.159302E+06   0.336278E+02
  1492   0.733488E+03   0.109104E+02   0.764559E+00   0.159120E+06   0.335358E+02
  1493   0.730288E+03   0.109937E+02   0.130150E+01   0.158939E+06   0.334408E+02
  1494   0.727057E+03   0.110795E+02   0.182820E+01   0.158758E+06   0.333425E+02
  1495   0.723798E+03   0.111679E+02   0.234448E+01   0.158577E+06   0.332409E+02
  1496   0.720510E+03   0.112586E+02   0.285020E+01   0.158397E+06   0.331358E+02
  1497   0.717195E+03   0.113517E+02   0.334524E+01   0.158217E+06   0.330272E+02
  1498   0.713854E+03   0.114472E+02   0.382946E+01   0.158037E+06   0.329148E+02
  1499   0.710488E+03   0.115448E+02   0.430275E+01   0.157858E+06   0.327987E+02
  1500   0.707096E+03   0.116448E+02   0.476495E+01   0.157679E+06   0.326786E+02
  1501   0.703682E+03   0.117468E+02   0.521595E+01   0.157500E+06   0.325545E+02
  1502   0.700245E+03   0.118510E+02   0.565562E+01   0.157322E+06   0.324265E+02
  1503   0.696787E+03   0.119572E+02   0.608385E+01   0.157143E+06   0.322945E+02
  1504   0.693307E+03   0.120653E+02   0.650055E+01   0.156965E+06   0.321587E+02
  1505   0.689808E+03   0.121755E+02   0.690561E+01   0.156788E+06   0.320193E+02
  1506   0.686290E+03   0.122874E+02   0.729892E+01   0.156611E+06   0.318762E+02
  1507   0.682754E+03   0.124012E+02   0.768039E+01   0.156434E+06   0.317295E+02
  1508   0.679200E+03   0.125168E+02   0.804988E+01   0.156257E+06   0.315794E+02
  1509   0.675630E+03   0.126341E+02   0.840742E+01   0.156081E+06   0.314258E+02
  1510   0.672044E+03   0.127529E+02   0.875277E+01   0.155904E+06   0.312690E+02
  1511   0.668443E+03   0.128733E+02   0.908602E+01   0.155729E+06   0.311089E+02
  1512   0.664831E+03   0.129953E+02   0.940708E+01   0.155553E+06   0.309457E+02
  1513   0.661206E+03   0.131187E+02   0.971596E+01   0.155378E+06   0.307795E+02
  1514   0.657570E+03   0.132434E+02   0.100125E+02   0.155203E+06   0.306103E+02
  1515   0.653926E+03   0.133695E+02   0.102968E+02   0.155028E+06   0.304382E+02
  1516   0.650273E+03   0.134969E+02   0.105687E+02   0.154854E+06   0.302632E+02
  1517   0.646612E+03   0.136255E+02   0.108282E+02   0.154680E+06   0.300856E+02
  1518   0.642945E+03   0.137552E+02   0.110752E+02   0.154506E+06   0.299053E+02
  1519   0.639272E+03   0.138860E+02   0.113099E+02   0.154333E+06   0.297225E+02
  1520   0.635595E+03   0.140178E+02   0.115320E+02   0.154159E+06   0.295371E+02
  1521   0.631914E+03   0.141505E+02   0.117417E+02   0.153987E+06   0.293494E+02
  1522   0.628231E+03   0.142842E+02   0.119388E+02   0.153814E+06   0.291594E+02
  1523   0.624545E+03   0.144187E+02   0.121233E+02   0.153642E+06   0.289672E+02
  1524   0.620858E+03   0.145539E+02   0.122953E+02   0.153470E+06   0.287728E+02
  1525   0.617171E+03   0.146898E+02   0.124547E+02   0.153298E+06   0.285763E+02
  1526   0.613486E+03   0.148263E+02   0.126016E+02   0.153126E+06   0.283779E+02
  1527   0.609802E+03   0.149634E+02   0.127360E+02   0.152955E+06   0.281776E+02
  1528   0.606121E+03   0.151010E+02   0.128578E+02   0.152784E+06   0.279755E+02
  1529   0.602445E+03   0.152390E+02   0.129672E+02   0.152614E+06   0.277716E+02
  1530   0.598773E+03   0.153774E+02   0.130641E+02   0.152443E+06   0.275661E+02
  1531   0.595107E+03   0.155161E+02   0.131485E+02   0.152273E+06   0.273590E+02
  1532   0.591446E+03   0.156551E+02   0.132205E+02   0.152103E+06   0.271505E+02
  1533   0.587795E+03   0.157941E+02   0.132801E+02   0.151934E+06   0.269406E+02
  1534   0.584151E+03   0.159333E+02   0.133273E+02   0.151765E+06   0.267293E+02
  1535   0.580516E+03   0.160726E+02   0.133622E+02   0.151596E+06   0.265168E+02
  1536   0.576892E+03   0.162118E+02   0.133848E+02   0.151427E+06   0.263032E+02
  1537   0.573277E+03   0.163509E+02   0.133951E+02   0.151259E+06   0.260885E+02
  1538   0.569675E+03   0.164898E+02   0.133933E+02   0.151091E+06   0.258729E+02
  1539   0.566085E+03   0.166285E+02   0.133793E+02   0.150923E+06   0.256563E+02
  1540   0.562509E+03   0.167670E+02   0.133534E+02   0.150755E+06   0.254389E+02
  1541   0.558947E+03   0.169051E+02   0.133155E+02   0.150588E+06   0.252208E+02
  1542   0.555401E+03   0.170428E+02   0.132657E+02   0.150421E+06   0.250021E+02
  1543   0.551871E+03   0.171800E+02   0.132041E+02   0.150254E+06   0.247827E+02
  1544   0.548359E+03   0.173167E+02   0.131309E+02   0.150088E+06   0.245629E+02
  1545   0.544864E+03   0.174528E+02   0.130460E+02   0.149922E+06   0.243427E+02
  1546   0.541388E+03   0.175882E+02   0.129497E+02   0.149756E+06   0.241222E+02
  1547   0.537932E+03   0.177230E+02   0.128419E+02   0.149590E+06   0.239014E+02
  1548   0.534496E+03   0.178570E+02   0.127229E+02   0.149425E+06   0.236805E+02
  1549   0.531081E+03   0.179901E+02   0.125926E+02   0.149260E+06   0.234596E+02
  1550   0.527687E+03   0.181223E+02   0.124511E+02   0.149095E+06   0.232386E+02
  1551   0.524316E+03   0.182536E+02   0.122987E+02   0.148931E+06   0.230178E+02
  1552   0.520968E+03   0.183838E+02   0.121354E+02   0.148766E+06   0.227970E+02
  1553   0.517645E+03   0.185130E+02   0.119613E+02   0.148602E+06   0.225765E+02
  1554   0.514345E+03   0.186410E+02   0.117766E+02   0.148439E+06   0.223561E+02
  1555   0.511070E+03   0.187678E+02   0.115814E+02   0.148275E+06   0.221360E+02
  1556   0.507822E+03   0.188934E+02   0.113758E+02   0.148112E+06   0.219161E+02
  1557   0.504600E+03   0.190178E+02   0.111600E+02   0.147949E+06   0.216965E+02
  1558   0.501406E+03   0.191407E+02   0.109341E+02   0.147787E+06   0.214772E+02
  1559   0.498240E+03   0.192623E+02   0.106984E+02   0.147624E+06   0.212584E+02
  1560   0.495102E+03   0.193824E+02   0.104527E+02   0.147462E+06   0.210399E+02
  1561   0.491993E+03   0.195010E+02   0.101976E+02   0.147300E+06   0.208218E+02
  1562   0.488915E+03   0.196181E+02   0.993289E+01   0.147139E+06   0.206042E+02
  1563   0.485866E+03   0.197336E+02   0.965895E+01   0.146977E+06   0.203870E+02
  1564   0.482849E+03   0.198475E+02   0.937586E+01   0.146816E+06   0.201705E+02
  1565   0.479864E+03   0.199596E+02   0.908386E+01   0.146655E+06   0.199544E+02
  1566   0.476911E+03   0.200700E+02   0.878303E+01   0.146495E+06   0.197390E+02
  1567   0.473990E+03   0.201787E+02   0.847357E+01   0.146335E+06   0.195241E+02
  1568   0.471102E+03   0.202855E+02   0.815557E+01   0.146175E+06   0.193100E+02
  1569   0.468249E+03   0.203904E+02   0.782933E+01   0.146015E+06   0.190965E+02
  1570   0.465429E+03   0.204934E+02   0.749499E+01   0.145855E+06   0.188837E+02
  1571   0.462645E+03   0.205943E+02   0.715266E+01   0.145696E+06   0.186717E+02
  1572   0.459895E+03   0.206933E+02   0.680254E+01   0.145537E+06   0.184605E+02
  1573   0.457181E+03   0.207903E+02   0.644482E+01   0.145378E+06   0.182501E+02
  1574   0.454503E+03   0.208850E+02   0.607973E+01   0.145220E+06   0.180405E+02
  1575   0.451861E+03   0.209777E+02   0.570745E+01   0.145062E+06   0.178319E+02
  1576   0.449256E+03   0.210683E+02   0.532821E+01   0.144904E+06   0.176241E+02
  1577   0.446688E+03   0.211566E+02   0.494220E+01   0.144746E+06   0.174173E+02
  1578   0.444159E+03   0.212428E+02   0.454965E+01   0.144589E+06   0.172115E+02
  1579   0.441668E+03   0.213266E+02   0.415073E+01   0.144432E+06   0.170067E+02
  1580   0.439215E+03   0.214082E+02   0.374566E+01   0.144275E+06   0.168030E+02
  1581   0.436802E+03   0.214875E+02   0.333462E+01   0.144118E+06   0.166003E+02
  1582   0.434428E+03   0.215644E+02   0.291781E+01   0.143962E+06   0.163987E+02
  1583   0.432093E+03   0.216389E+02   0.249541E+01   0.143805E+06   0.161983E+02
  1584   0.429797E+03   0.217110E+02   0.206763E+01   0.143650E+06   0.159991E+02
  1585   0.427541E+03   0.217806E+02   0.163466E+01   0.143494E+06   0.158010E+02
  1586   0.425326E+03   0.218478E+02   0.119667E+01   0.143339E+06   0.156043E+02
  1587   0.423151E+03   0.219124E+02   0.753888E+00   0.143183E+06   0.154088E+02
  1588   0.421016E+03   0.219745E+02   0.306521E+00   0.143028E+06   0.152146E+02
  1589   0.418922E+03   0.220340E+02  -0.145232E+00   0.142874E+06   0.150217E+02
  1590   0.416869E+03   0.220909E+02  -0.601159E+00   0.142719E+06   0.148302E+02
  1591   0.414857E+03   0.221452E+02  -0.106106E+01   0.142565E+06   0.146402E+02
  1592   0.412886E+03   0.221968E+02  -0.152470E+01   0.142411E+06   0.144515E+02
  1593   0.410956E+03   0.222458E+02  -0.199191E+01   0.142258E+06   0.142644E+02
  1594   0.409068E+03   0.222920E+02  -0.246245E+01   0.142104E+06   0.140787E+02
  1595   0.407221E+03   0.223356E+02  -0.293612E+01   0.141951E+06   0.138946E+02
  1596   0.405415E+03   0.223764E+02  -0.341270E+01   0.141798E+06   0.137121E+02
  1597   0.403651E+03   0.224146E+02  -0.389199E+01   0.141646E+06   0.135312E+02
  1598   0.401929E+03   0.224499E+02  -0.437377E+01   0.141493E+06   0.133519E+02
  1599   0.400248E+03   0.224825E+02  -0.485781E+01   0.141341E+06   0.131742E+02
  1600   0.398610E+03   0.225123E+02  -0.534393E+01   0.141189E+06   0.129983E+02
  1601   0.397013E+03   0.225394E+02  -0.583191E+01   0.141037E+06   0.128241E+02
  1602   0.395458E+03   0.225636E+02  -0.632155E+01   0.140886E+06   0.126517E+02
  1603   0.393944E+03   0.225849E+02  -0.681265E+01   0.140735E+06   0.124810E+02
  1604   0.392472E+03   0.226035E+02  -0.730501E+01   0.140584E+06   0.123121E+02
  1605   0.391041E+03   0.226192E+02  -0.779845E+01   0.140433E+06   0.121450E+02
  1606   0.389651E+03   0.226321E+02  -0.829273E+01   0.140282E+06   0.119798E+02
  1607   0.388303E+03   0.226421E+02  -0.878760E+01   0.140132E+06   0.118163E+02
  1608   0.386995E+03   0.226491E+02  -0.928300E+01   0.139982E+06   0.116548E+02
  1609   0.385729E+03   0.226533E+02  -0.977854E+01   0.139832E+06   0.114951E+02
  1610   0.384503E+03   0.226547E+02  -0.102742E+02   0.139683E+06   0.113372E+02
  1611   0.383318E+03   0.226533E+02  -0.107695E+02   0.139534E+06   0.111813E+02
  1612   0.382174E+03   0.226490E+02  -0.112644E+02   0.139385E+06   0.110273E+02
  1613   0.381070E+03   0.226419E+02  -0.117587E+02   0.139236E+06   0.108753E+02
  1614   0.380007E+03   0.226320E+02  -0.122521E+02   0.139087E+06   0.107252E+02
  1615   0.378983E+03   0.226194E+02  -0.127445E+02   0.138939E+06   0.105771E+02
  1616   0.377999E+03   0.226040E+02  -0.132356E+02   0.138791E+06   0.104309E+02
  1617   0.377055E+03   0.225857E+02  -0.137253E+02   0.138643E+06   0.102868E+02
  1618   0.376150E+03   0.225647E+02  -0.142133E+02   0.138495E+06   0.101447E+02
  1619   0.375284E+03   0.225409E+02  -0.146996E+02   0.138348E+06   0.100046E+02
  1620   0.374457E+03   0.225144E+02  -0.151838E+02   0.138201E+06   0.986657E+01
  1621   0.373668E+03   0.224850E+02  -0.156659E+02   0.138054E+06   0.973062E+01
  1622   0.372917E+03   0.224529E+02  -0.161455E+02   0.137907E+06   0.959676E+01
  1623   0.372204E+03   0.224181E+02  -0.166227E+02   0.137761E+06   0.946501E+01
  1624   0.371528E+03   0.223806E+02  -0.170970E+02   0.137615E+06   0.933539E+01
  1625   0.370889E+03   0.223403E+02  -0.175684E+02   0.137469E+06   0.920790E+01
  1626   0.370287E+03   0.222975E+02  -0.180367E+02   0.137323E+06   0.908257E+01
  1627   0.369721E+03   0.222519E+02  -0.185016E+02   0.137177E+06   0.895941E+01
  1628   0.369191E+03   0.222037E+02  -0.189630E+02   0.137032E+06   0.883845E+01
  1629   0.368697E+03   0.221529E+02  -0.194208E+02   0.136887E+06   0.871969E+01
  1630   0.368238E+03   0.220994E+02  -0.198747E+02   0.136742E+06   0.860316E+01
  1631   0.367814E+03   0.220435E+02  -0.203246E+02   0.136597E+06   0.848887E+01
  1632   0.367424E+03   0.219849E+02  -0.207703E+02   0.136453E+06   0.837684E+01
  1633   0.367068E+03   0.219237E+02  -0.212117E+02   0.136309E+06   0.826708E+01
  1634   0.366745E+03   0.218601E+02  -0.216486E+02   0.136165E+06   0.815962E+01
  1635   0.366455E+03   0.217939E+02  -0.220808E+02   0.136021E+06   0.805446E+01
  1636   0.366198E+03   0.217252E+02  -0.225082E+02   0.135878E+06   0.795163E+01
  1637   0.365973E+03   0.216541E+02  -0.229306E+02   0.135735E+06   0.785115E+01
  1638   0.365779E+03   0.215805E+02  -0.233479E+02   0.135592E+06   0.775302E+01
  1639   0.365616E+03   0.215045E+02  -0.237598E+02   0.135449E+06   0.765727E+01
  1640   0.365484E+03   0.214262E+02  -0.241665E+02   0.135306E+06   0.756392E+01
  1641   0.365381E+03   0.213457E+02  -0.245675E+02   0.135164E+06   0.747297E+01
  1642   0.365308E+03   0.212628E+02  -0.249627E+02   0.135022E+06   0.738445E+01
  1643   0.365264E+03   0.211776E+02  -0.253522E+02   0.134880E+06   0.729838E+01
  1644   0.365250E+03   0.210904E+02  -0.257356E+02   0.134738E+06   0.721477E+01
  1645   0.365262E+03   0.210009E+02  -0.261129E+02   0.134597E+06   0.713363E+01
  1646   0.365302E+03   0.209091E+02  -0.264840E+02   0.134456E+06   0.705499E+01
  1647   0.365369E+03   0.208154E+02  -0.268488E+02   0.134315E+06   0.697887E+01
  1648   0.365462E+03   0.207195E+02  -0.272070E+02   0.134174E+06   0.690527E+01
  1649   0.365581E+03   0.206215E+02  -0.275586E+02   0.134033E+06   0.683421E+01
  1650   0.365724E+03   0.205215E+02  -0.279034E+02   0.133893E+06   0.676572E+01
  1651   0.365892E+03   0.204195E+02  -0.282414E+02   0.133753E+06   0.669981E+01
  1652   0.366084E+03   0.203156E+02  -0.285724E+02   0.133613E+06   0.663649E+01
  1653   0.366299E+03   0.202097E+02  -0.288965E+02   0.133474E+06   0.657577E+01
  1654   0.366537E+03   0.201019E+02  -0.292133E+02   0.133334E+06   0.651765E+01
  1655   0.366797E+03   0.199923E+02  -0.295229E+02   0.133195E+06   0.646216E+01
  1656   0.367078E+03   0.198810E+02  -0.298252E+02   0.133056E+06   0.640930E+01
  1657   0.367380E+03   0.197679E+02  -0.301200E+02   0.132917E+06   0.635908E+01
  1658   0.367702E+03   0.196531E+02  -0.304074E+02   0.132779E+06   0.631151E+01
  1659   0.368045E+03   0.195366E+02  -0.306871E+02   0.132640E+06   0.626660E+01
  1660   0.368406E+03   0.194185E+02  -0.309592E+02   0.132502E+06   0.622437E+01
  1661   0.368785E+03   0.192989E+02  -0.312236E+02   0.132364E+06   0.618481E+01
  1662   0.369182E+03   0.191777E+02  -0.314801E+02   0.132227E+06   0.614795E+01
  1663   0.369596E+03   0.190550E+02  -0.317288E+02   0.132089E+06   0.611379E+01
  1664   0.370027E+03   0.189310E+02  -0.319695E+02   0.131952E+06   0.608235E+01
  1665   0.370473E+03   0.188055E+02  -0.322022E+02   0.131815E+06   0.605362E+01
  1666   0.370935E+03   0.186786E+02  -0.324268E+02   0.131678E+06   0.602763E+01
  1667   0.371411E+03   0.185505E+02  -0.326433E+02   0.131541E+06   0.600439E+01
  1668   0.371901E+03   0.184211E+02  -0.328516E+02   0.131405E+06   0.598389E+01
  1669   0.372404E+03   0.182904E+02  -0.330517E+02   0.131269E+06   0.596616E+01
  1670   0.372919E+03   0.181587E+02  -0.332434E+02   0.131133E+06   0.595121E+01
  1671   0.373446E+03   0.180257E+02  -0.334268E+02   0.130997E+06   0.593904E+01
  1672   0.373985E+03   0.178916E+02  -0.336018E+02   0.130862E+06   0.592966E+01
  1673   0.374534E+03   0.177566E+02  -0.337685E+02   0.130726E+06   0.592309E+01
  1674   0.375093E+03   0.176206E+02  -0.339267E+02   0.130591E+06   0.591934E+01
  1675   0.375661E+03   0.174836E+02  -0.340765E+02   0.130456E+06   0.591841E+01
  1676   0.376238E+03   0.173459E+02  -0.342180E+02   0.130322E+06   0.592032E+01
  1677   0.376824E+03   0.172074E+02  -0.343509E+02   0.130187E+06   0.592507E+01
  1678   0.377417E+03   0.170681E+02  -0.344754E+02   0.130053E+06   0.593268E+01
  1679   0.378017E+03   0.169281E+02  -0.345915E+02   0.129919E+06   0.594316E+01
  1680   0.378622E+03   0.167876E+02  -0.346989E+02   0.129785E+06   0.595651E+01
  1681   0.379234E+03   0.166464E+02  -0.347980E+02   0.129651E+06   0.597275E+01
  1682   0.379850E+03   0.165046E+02  -0.348885E+02   0.129518E+06   0.599189E+01
  1683   0.380470E+03   0.163623E+02  -0.349705E+02   0.129385E+06   0.601393E+01
  1684   0.381094E+03   0.162195E+02  -0.350439E+02   0.129252E+06   0.603889E+01
  1685   0.381721E+03   0.160764E+02  -0.351088E+02   0.129119E+06   0.606679E+01
  1686   0.382350E+03   0.159328E+02  -0.351652E+02   0.128986E+06   0.609762E+01
  1687   0.382980E+03   0.157889E+02  -0.352132E+02   0.128854E+06   0.613139E+01
  1688   0.383613E+03   0.156448E+02  -0.352527E+02   0.128722E+06   0.616813E+01
  1689   0.384245E+03   0.155004E+02  -0.352838E+02   0.128590E+06   0.620784E+01
  1690   0.384878E+03   0.153559E+02  -0.353064E+02   0.128458E+06   0.625052E+01
  1691   0.385509E+03   0.152113E+02  -0.353207E+02   0.128326E+06   0.629620E+01
  1692   0.386140E+03   0.150665E+02  -0.353266E+02   0.128195E+06   0.634488E+01
  1693   0.386767E+03   0.149217E+02  -0.353242E+02   0.128064E+06   0.639656E+01
  1694   0.387393E+03   0.147770E+02  -0.353134E+02   0.127933E+06   0.645127E+01
  1695   0.388015E+03   0.146324E+02  -0.352944E+02   0.127802E+06   0.650901E+01
  1696   0.388634E+03   0.144877E+02  -0.352672E+02   0.127671E+06   0.656979E+01
  1697   0.389248E+03   0.143433E+02  -0.352318E+02   0.127541E+06   0.663362E+01
  1698   0.389857E+03   0.141991E+02  -0.351881E+02   0.127411E+06   0.670051E+01
  1699   0.390460E+03   0.140550E+02  -0.351364E+02   0.127281E+06   0.677047E+01
  1700   0.391057E+03   0.139113E+02  -0.350766E+02   0.127151E+06   0.684352E+01
  1701   0.391648E+03   0.137679E+02  -0.350089E+02   0.127022E+06   0.691963E+01
  1702   0.392231E+03   0.136249E+02  -0.349332E+02   0.126892E+06   0.699871E+01
  1703   0.392806E+03   0.134824E+02  -0.348498E+02   0.126763E+06   0.708062E+01
  1704   0.393374E+03   0.133403E+02  -0.347587E+02   0.126634E+06   0.716524E+01
  1705   0.393933E+03   0.131988E+02  -0.346599E+02   0.126506E+06   0.725243E+01
  1706   0.394483E+03   0.130579E+02  -0.345536E+02   0.126377E+06   0.734207E+01
  1707   0.395023E+03   0.129176E+02  -0.344397E+02   0.126249E+06   0.743403E+01
  1708   0.395553E+03   0.127780E+02  -0.343185E+02   0.126120E+06   0.752818E+01
  1709   0.396073E+03   0.126391E+02  -0.341899E+02   0.125993E+06   0.762439E+01
  1710   0.396581E+03   0.125010E+02  -0.340541E+02   0.125865E+06   0.772253E+01
  1711   0.397078E+03   0.123637E+02  -0.339111E+02   0.125737E+06   0.782247E+01
  1712   0.397562E+03   0.122271E+02  -0.337611E+02   0.125610E+06   0.792408E+01
  1713   0.398034E+03   0.120915E+02  -0.336041E+02   0.125483E+06   0.802724E+01
  1714   0.398493E+03   0.119567E+02  -0.334401E+02   0.125356E+06   0.813181E+01
  1715   0.398939E+03   0.118230E+02  -0.332694E+02   0.125229E+06   0.823767E+01
  1716   0.399371E+03   0.116902E+02  -0.330920E+02   0.125102E+06   0.834468E+01
  1717   0.399789E+03   0.115585E+02  -0.329080E+02   0.124976E+06   0.845273E+01
  1718   0.400192E+03   0.114279E+02  -0.327177E+02   0.124850E+06   0.856167E+01
  1719   0.400580E+03   0.112983E+02  -0.325208E+02   0.124724E+06   0.867138E+01
  1720   0.400952E+03   0.111699E+02  -0.323178E+02   0.124598E+06   0.878173E+01
  1721   0.401310E+03   0.110427E+02  -0.321087E+02   0.124472E+06   0.889260E+01
  1722   0.401651E+03   0.109167E+02  -0.318935E+02   0.124347E+06   0.900384E+01
  1723   0.401975E+03   0.107921E+02  -0.316725E+02   0.124222E+06   0.911534E+01
  1724   0.402283E+03   0.106687E+02  -0.314457E+02   0.124097E+06   0.922696E+01
  1725   0.402574E+03   0.105467E+02  -0.312133E+02   0.123972E+06   0.933858E+01
  1726   0.402846E+03   0.104260E+02  -0.309753E+02   0.123847E+06   0.945007E+01
  1727   0.403102E+03   0.103067E+02  -0.307319E+02   0.123723E+06   0.956129E+01
  1728   0.403339E+03   0.101889E+02  -0.304832E+02   0.123598E+06   0.967213E+01
  1729   0.403558E+03   0.100725E+02  -0.302294E+02   0.123474E+06   0.978244E+01
  1730   0.403758E+03   0.995771E+01  -0.299705E+02   0.123350E+06   0.989210E+01
